Beneficiary ID,Age,Gender,State,District,Program Category,Enrollment Date,Program Completion Status,Attendance Percentage,Training Hours,Funds Allocated,Funds Utilized,Volunteer Count,Satisfaction Score,Employment Obtained After Training (Yes/No),Monthly Donation Amount,Donor Type,Event Participation Count
BEN-03638,31,Female,Delhi,New Delhi,Women Empowerment,2024-02-04,Completed,78.71,107,13000.0,13150.17,1,3.0,Yes,14700.0,CSR,0
BEN-03639,26,Male,Maharashtra,Pune,Education,2025-12-05,Ongoing,78.78,95,8600.0,8656.12,8,,No,2800.0,Individual,2
BEN-03640,32,Male,Uttar Pradesh,Kanpur,Skill Development,2023-06-04,Completed,90.94,215,29200.0,22935.0,4,5.0,No,0.0,None,4
BEN-03641,23,Male,Karnataka,Mysore,Digital Literacy,2025-12-11,Ongoing,67.43,67,7000.0,6093.83,5,,No,8000.0,CSR,3
BEN-03642,26,Female,Uttar Pradesh,Noida,Skill Development,2021-09-04,Completed,80.05,175,15900.0,16085.05,5,4.0,No,0.0,None,3
BEN-03643,18,Male,Delhi,New Delhi,Digital Literacy,2024-12-03,Completed,71.32,61,10500.0,9333.28,7,4.0,No,2500.0,Individual,2
BEN-03644,27,Female,Uttar Pradesh,Kanpur,Education,2023-12-29,Dropped Out,57.0,84,7800.0,5824.48,2,2.0,No,0.0,None,3
BEN-03645,19,Male,Karnataka,Bangalore,Skill Development,2025-06-01,Completed,91.2,205,22400.0,19804.98,10,4.0,No,0.0,None,0
BEN-03646,16,Female,Uttar Pradesh,Noida,Skill Development,2025-04-21,Completed,94.41,176,28100.0,24934.91,10,5.0,Yes,0.0,None,3
BEN-03647,30,Female,Maharashtra,Mumbai,Education,2025-05-05,Completed,80.08,88,9800.0,7047.3,8,4.0,No,0.0,None,4
BEN-03648,30,Female,Maharashtra,Nagpur,Education,2021-12-05,Completed,77.62,80,7100.0,5527.48,2,3.0,No,8000.0,Corporate,0
BEN-03649,35,Female,Maharashtra,Mumbai,Education,2025-06-02,Completed,62.8,72,7500.0,6593.37,7,4.0,No,0.0,None,0
BEN-03650,23,Male,Uttar Pradesh,Noida,Health Awareness,2022-10-03,Dropped Out,54.79,9,3000.0,3004.5,5,3.0,No,0.0,None,3
BEN-03651,32,Female,Maharashtra,Nagpur,Education,2021-04-18,Completed,94.78,84,7400.0,5809.19,7,4.0,No,0.0,None,1
BEN-03652,33,Male,Uttar Pradesh,Lucknow,Skill Development,2022-10-11,Completed,85.38,249,22700.0,22520.3,3,5.0,Yes,0.0,None,3
BEN-03653,32,Non-binary,Maharashtra,Nagpur,Education,2024-02-07,Completed,69.34,71,10000.0,9356.54,2,3.0,No,1700.0,Individual,1
BEN-03654,19,Female,Maharashtra,Nagpur,Women Empowerment,2025-02-19,Dropped Out,90.51,122,23500.0,21940.43,1,3.0,No,0.0,None,2
BEN-03655,29,Male,Maharashtra,Mumbai,Women Empowerment,2022-10-13,Completed,77.35,133,21100.0,16829.88,3,4.0,No,0.0,None,2
BEN-03656,31,Female,Uttar Pradesh,Lucknow,Women Empowerment,2022-01-26,Completed,68.83,104,17300.0,16909.08,6,4.0,No,22200.0,CSR,3
BEN-03657,28,Female,West Bengal,Howrah,Skill Development,2024-10-12,Completed,78.45,190,24200.0,22952.01,1,3.0,No,27000.0,Corporate,1
BEN-03658,15,Female,Maharashtra,Nagpur,Education,2025-12-12,Ongoing,79.56,73,9600.0,8049.13,2,,No,12000.0,CSR,3
BEN-03659,29,Male,Uttar Pradesh,Lucknow,Health Awareness,2024-08-09,Completed,89.6,13,3000.0,2595.82,4,5.0,No,3000.0,Government,4
BEN-03660,50,Female,Maharashtra,Pune,Health Awareness,2024-12-13,Completed,84.62,13,2900.0,2444.03,1,5.0,No,0.0,None,4
BEN-03661,24,Male,Karnataka,Mysore,Education,2024-06-12,Completed,75.03,81,8500.0,6733.48,4,3.0,No,0.0,None,3
BEN-03662,20,Female,Uttar Pradesh,Lucknow,Skill Development,2025-04-12,Completed,81.3,183,26200.0,23777.35,2,4.0,Yes,23100.0,Corporate,3
BEN-03663,31,Male,Delhi,New Delhi,Education,2025-12-03,Ongoing,91.82,76,6200.0,5272.33,5,,No,0.0,None,3
BEN-03664,31,Female,Maharashtra,Nagpur,Education,2024-05-18,Completed,70.94,74,8700.0,7181.96,1,,No,0.0,None,3
BEN-03665,39,Male,Uttar Pradesh,Lucknow,Health Awareness,2023-10-28,Completed,77.84,10,3400.0,3542.75,8,4.0,No,0.0,None,4
BEN-03666,15,Male,Karnataka,Bangalore,Skill Development,2025-07-19,Completed,89.87,197,27400.0,23456.81,3,4.0,No,0.0,None,3
BEN-03667,35,Male,Maharashtra,Mumbai,Education,2025-11-26,Ongoing,74.09,84,9400.0,8337.91,6,,No,0.0,None,3
BEN-03668,33,Male,Uttar Pradesh,Lucknow,Skill Development,2022-03-11,Completed,85.52,209,22900.0,22440.73,3,4.0,Yes,1900.0,Individual,3
BEN-03669,26,Male,Karnataka,Mysore,Digital Literacy,2024-07-07,Completed,72.0,59,9700.0,8653.6,9,4.0,No,0.0,None,2
BEN-03670,31,Female,Delhi,South Delhi,Health Awareness,2025-04-25,Completed,72.73,12,2700.0,2850.67,6,3.0,No,1300.0,Individual,1
BEN-03671,38,Female,Karnataka,Mysore,Digital Literacy,2024-05-01,Completed,80.26,59,11800.0,12973.58,10,4.0,No,0.0,None,0
BEN-03672,36,Female,Delhi,New Delhi,Skill Development,2023-10-15,Completed,89.21,174,25100.0,17021.47,5,5.0,Yes,0.0,None,3
BEN-03673,16,Female,Delhi,South Delhi,Women Empowerment,2024-10-25,Dropped Out,96.59,121,23500.0,20257.81,8,2.0,No,23500.0,Government,2
BEN-03674,36,Female,Karnataka,Mysore,Skill Development,2023-01-30,Completed,94.4,188,22900.0,23423.08,7,4.0,Yes,0.0,None,3
BEN-03675,27,Female,Uttar Pradesh,Noida,Education,2023-07-01,Completed,75.33,69,6100.0,4863.21,4,3.0,No,5100.0,Corporate,4
BEN-03676,28,Female,Karnataka,Bangalore,Skill Development,2025-12-22,Ongoing,78.49,207,16100.0,15697.62,10,,No,18900.0,CSR,2
BEN-03677,28,Non-binary,Delhi,New Delhi,Women Empowerment,2024-09-29,Completed,69.52,112,22900.0,18185.13,6,3.0,Yes,0.0,None,5
BEN-03678,26,Female,Uttar Pradesh,Varanasi,Skill Development,2025-08-03,Completed,72.36,204,22700.0,18285.3,3,4.0,No,0.0,None,0
BEN-03679,39,Male,Maharashtra,Pune,Health Awareness,2025-05-14,Completed,72.16,13,3400.0,3241.27,7,4.0,No,3400.0,Government,2
BEN-03680,27,Female,Uttar Pradesh,Lucknow,Education,2024-10-21,Completed,85.86,72,7100.0,5261.26,9,5.0,No,0.0,None,2
BEN-03681,16,Male,Delhi,South Delhi,Skill Development,2025-06-25,Dropped Out,50.38,201,20700.0,16832.41,9,3.0,No,20700.0,Government,2
BEN-03682,24,Male,Maharashtra,Nagpur,Education,2023-03-05,Completed,68.9,65,6900.0,5736.77,3,4.0,No,0.0,None,5
BEN-03683,29,Female,West Bengal,Kolkata,Skill Development,2024-09-30,Completed,65.61,230,16700.0,14001.43,7,4.0,No,0.0,None,2
BEN-03684,40,Female,Uttar Pradesh,Kanpur,Education,2024-07-25,Completed,83.16,69,9600.0,9871.6,3,4.0,No,0.0,None,3
BEN-03685,34,Female,Delhi,New Delhi,Skill Development,2024-09-09,Completed,72.5,189,18700.0,17500.06,1,4.0,No,0.0,None,5
BEN-03686,19,Female,Uttar Pradesh,Lucknow,Skill Development,2022-06-19,Completed,82.37,226,23100.0,16089.75,7,4.0,Yes,0.0,None,5
BEN-03687,52,Male,Delhi,South Delhi,Skill Development,2023-02-13,Completed,85.78,195,26500.0,23400.11,6,4.0,No,0.0,None,1
BEN-03688,30,Male,Delhi,New Delhi,Skill Development,2023-03-04,Completed,86.84,176,16800.0,15698.09,6,4.0,Yes,19500.0,CSR,3
BEN-03689,40,Female,Delhi,New Delhi,Skill Development,2024-08-11,Completed,80.45,214,19500.0,17571.96,10,4.0,No,600.0,Individual,4
BEN-03690,26,Female,Karnataka,Mysore,Skill Development,2025-11-29,Ongoing,68.75,213,19400.0,16544.75,3,,No,20200.0,Corporate,3
BEN-03691,33,Female,Karnataka,Bangalore,Skill Development,2025-11-08,Ongoing,63.17,187,18200.0,14527.26,6,,No,22500.0,CSR,3
BEN-03692,36,Female,Uttar Pradesh,Noida,Skill Development,2022-11-01,Completed,75.48,189,26100.0,21793.8,2,4.0,No,25100.0,Corporate,2
BEN-03693,40,Male,Uttar Pradesh,Varanasi,Health Awareness,2023-04-08,Completed,92.86,11,2600.0,2226.25,7,5.0,No,2800.0,Corporate,5
BEN-03694,38,Female,Delhi,New Delhi,Skill Development,2021-05-27,Completed,87.97,195,18300.0,15600.47,8,5.0,Yes,0.0,None,1
BEN-03695,36,Female,Maharashtra,Pune,Skill Development,2023-09-27,Completed,93.77,162,19600.0,17173.63,4,5.0,No,0.0,None,2
BEN-03696,24,Female,Uttar Pradesh,Kanpur,Digital Literacy,2025-06-17,Completed,100.0,58,11600.0,10670.94,3,4.0,No,0.0,None,1
BEN-03697,22,Female,Maharashtra,Pune,Health Awareness,2025-09-23,Completed,67.77,14,2800.0,2658.39,3,3.0,No,2800.0,Government,5
BEN-03698,31,Male,Maharashtra,Mumbai,Digital Literacy,2022-11-21,Completed,78.5,54,11000.0,9836.89,5,3.0,No,0.0,None,3
BEN-03699,37,Female,Maharashtra,Mumbai,Women Empowerment,2023-01-21,Dropped Out,71.58,112,12500.0,10757.11,10,1.0,No,2200.0,Individual,3
BEN-03700,25,Non-binary,Karnataka,Mysore,Skill Development,2022-10-18,Completed,99.24,176,21900.0,18154.56,10,5.0,No,0.0,None,2
BEN-03701,38,Male,Maharashtra,Mumbai,Skill Development,2023-07-02,Completed,79.57,212,24300.0,23103.97,7,4.0,No,0.0,None,0
BEN-03702,42,Female,Uttar Pradesh,Kanpur,Women Empowerment,2025-05-11,Completed,68.83,134,18300.0,16321.0,1,4.0,No,0.0,None,3
BEN-03703,18,Female,Uttar Pradesh,Varanasi,Digital Literacy,2024-10-13,Dropped Out,59.07,67,8100.0,6698.93,1,2.0,No,0.0,None,3
BEN-03704,19,Male,Karnataka,Bangalore,Women Empowerment,2025-04-17,Completed,58.81,105,20000.0,20947.64,1,3.0,Yes,0.0,None,4
BEN-03705,26,Male,West Bengal,Kolkata,Digital Literacy,2024-07-14,Dropped Out,56.53,62,8000.0,5931.25,3,3.0,No,0.0,None,1
BEN-03706,31,Male,Delhi,New Delhi,Skill Development,2023-01-04,Dropped Out,69.42,228,20300.0,15922.45,1,1.0,No,20500.0,Corporate,2
BEN-03707,22,Female,Maharashtra,Nagpur,Skill Development,2022-11-02,Completed,95.96,210,15100.0,12744.72,10,4.0,Yes,15100.0,Government,4
BEN-03708,41,Non-binary,West Bengal,Kolkata,Digital Literacy,2021-02-09,Completed,78.74,62,11300.0,11770.6,10,4.0,No,0.0,None,2
BEN-03709,32,Female,Delhi,New Delhi,Health Awareness,2025-04-10,Completed,60.52,11,1900.0,1900.45,4,3.0,No,0.0,None,3
BEN-03710,28,Male,Karnataka,Mysore,Digital Literacy,2025-07-02,Completed,71.5,61,8100.0,7625.08,3,4.0,No,8100.0,Government,1
BEN-03711,15,Male,Karnataka,Bangalore,Health Awareness,2025-03-25,Completed,88.05,13,1700.0,1694.86,2,4.0,No,1900.0,Corporate,1
BEN-03712,15,Female,Maharashtra,Mumbai,Skill Development,2021-10-04,Completed,76.61,206,22400.0,22379.0,7,3.0,No,24500.0,Corporate,3
BEN-03713,30,Male,Maharashtra,Nagpur,Skill Development,2025-03-17,Completed,85.23,175,16300.0,15776.62,7,4.0,Yes,0.0,None,2
BEN-03714,15,Female,Uttar Pradesh,Lucknow,Digital Literacy,2021-07-01,Completed,75.39,57,9100.0,7593.16,8,3.0,No,1000.0,Individual,3
BEN-03715,38,Non-binary,Uttar Pradesh,Lucknow,Women Empowerment,2022-01-05,Completed,76.22,134,14000.0,12213.53,6,4.0,No,14000.0,Government,5
BEN-03716,26,Female,Karnataka,Mysore,Skill Development,2023-12-06,Completed,94.63,206,16900.0,14666.09,2,5.0,No,16900.0,Government,4
BEN-03717,60,Male,Karnataka,Bangalore,Skill Development,2024-02-02,Dropped Out,56.4,202,22300.0,19259.57,1,1.0,No,22300.0,Government,5
BEN-03718,51,Female,Delhi,South Delhi,Skill Development,2025-05-25,Completed,88.65,188,17300.0,15097.78,7,5.0,Yes,1100.0,Individual,0
BEN-03719,26,Male,Maharashtra,Pune,Education,2024-11-27,Dropped Out,47.77,89,8300.0,7392.82,1,2.0,No,0.0,None,2
BEN-03720,26,Female,Uttar Pradesh,Varanasi,Health Awareness,2022-05-12,Completed,86.27,13,2000.0,1904.3,3,5.0,No,2200.0,Corporate,3
BEN-03721,37,Female,Uttar Pradesh,Kanpur,Education,2022-10-29,Completed,80.97,90,7000.0,6100.65,2,5.0,No,0.0,None,2
BEN-03722,45,Female,Maharashtra,Mumbai,Skill Development,2023-03-02,Completed,65.78,228,19500.0,14688.65,3,3.0,No,19100.0,Corporate,3
BEN-03723,15,Male,Maharashtra,Mumbai,Health Awareness,2022-02-24,Completed,88.79,11,2400.0,2141.54,4,4.0,No,0.0,None,1
BEN-03724,15,Female,Delhi,New Delhi,Skill Development,2023-03-06,Completed,79.86,189,17700.0,13195.47,7,4.0,No,2200.0,Individual,4
BEN-03725,21,Male,Uttar Pradesh,Lucknow,Health Awareness,2025-02-01,Completed,72.09,11,3100.0,3162.29,5,4.0,No,0.0,None,3
BEN-03726,33,Female,West Bengal,Howrah,Skill Development,2022-12-01,Completed,75.53,200,16600.0,17299.84,5,3.0,No,16800.0,CSR,2
BEN-03727,32,Male,Maharashtra,Pune,Digital Literacy,2025-06-18,Completed,85.63,68,8600.0,7133.12,2,5.0,No,0.0,None,5
BEN-03728,38,Female,Karnataka,Mysore,Education,2024-01-23,Completed,63.95,89,9200.0,7692.29,5,3.0,No,9200.0,Government,4
BEN-03729,16,Female,Maharashtra,Pune,Education,2023-05-13,Completed,67.19,84,5800.0,4460.93,8,4.0,No,0.0,None,4
BEN-03730,15,Female,Uttar Pradesh,Lucknow,Digital Literacy,2023-10-20,Completed,70.65,51,8100.0,6583.21,7,4.0,No,8500.0,CSR,0
BEN-03731,36,Female,Karnataka,Bangalore,Health Awareness,2025-01-07,Completed,68.11,9,2400.0,2029.42,7,3.0,No,0.0,None,1
BEN-03732,19,Female,Delhi,New Delhi,Education,2024-04-06,Completed,51.35,81,6800.0,6715.61,7,4.0,No,0.0,None,1
BEN-03733,15,Female,Maharashtra,Mumbai,Digital Literacy,2021-02-02,Completed,79.58,65,11200.0,9268.78,10,3.0,No,0.0,None,2
BEN-03734,29,Male,Maharashtra,Mumbai,Skill Development,2025-10-01,Completed,85.18,198,18000.0,16039.76,5,4.0,Yes,0.0,None,0
BEN-03735,35,Male,Uttar Pradesh,Noida,Digital Literacy,2021-09-07,Completed,91.39,71,7100.0,6580.15,8,5.0,Yes,7300.0,CSR,2
BEN-03736,26,Male,Delhi,South Delhi,Skill Development,2025-10-20,Completed,88.35,178,15600.0,14406.19,2,,Yes,18100.0,CSR,6
BEN-03737,23,Female,West Bengal,Howrah,Skill Development,2021-04-28,Completed,71.03,175,20900.0,21584.16,1,4.0,No,18900.0,CSR,2
BEN-03738,26,Male,Uttar Pradesh,Kanpur,Skill Development,2025-03-29,Completed,79.68,186,26200.0,22925.58,10,3.0,No,26200.0,Government,1
BEN-03739,24,Female,Uttar Pradesh,Varanasi,Skill Development,2024-05-03,Completed,78.58,185,28500.0,28527.45,3,3.0,No,0.0,None,3
BEN-03740,15,Male,West Bengal,Kolkata,Skill Development,2024-03-20,Completed,91.31,210,17400.0,17500.52,1,5.0,Yes,0.0,None,2
BEN-03741,20,Female,Uttar Pradesh,Varanasi,Skill Development,2021-09-29,Completed,80.3,191,18000.0,16636.04,9,5.0,Yes,18000.0,Government,3
BEN-03742,33,Female,Delhi,South Delhi,Education,2022-11-25,Completed,78.77,67,7400.0,6465.78,5,3.0,No,7400.0,Government,2
BEN-03743,31,Female,Maharashtra,Mumbai,Skill Development,2025-04-06,Completed,62.37,217,25000.0,17731.28,8,4.0,No,2900.0,Individual,3
BEN-03744,29,Male,Maharashtra,Mumbai,Education,2025-08-25,Completed,87.62,65,6300.0,5593.48,6,5.0,No,7200.0,Corporate,4
BEN-03745,18,Female,Maharashtra,Pune,Digital Literacy,2024-04-25,Completed,69.6,53,8500.0,6273.66,4,4.0,No,0.0,None,2
BEN-03746,26,Male,Uttar Pradesh,Kanpur,Women Empowerment,2023-07-08,Completed,85.89,100,19200.0,16573.61,10,4.0,No,0.0,None,5
BEN-03747,15,Female,Uttar Pradesh,Kanpur,Health Awareness,2021-08-19,Completed,73.06,12,3100.0,2651.06,3,4.0,No,2800.0,Corporate,4
BEN-03748,29,Male,Delhi,South Delhi,Digital Literacy,2024-12-01,Completed,77.15,61,10300.0,8054.29,9,,No,0.0,None,3
BEN-03749,42,Male,Delhi,South Delhi,Women Empowerment,2023-02-15,Completed,83.35,142,16200.0,17261.09,7,4.0,Yes,1100.0,Individual,0
BEN-03750,15,Female,Delhi,South Delhi,Digital Literacy,2021-08-02,Completed,72.1,65,10600.0,9198.49,7,3.0,No,10600.0,Government,1
BEN-03751,22,Female,Delhi,South Delhi,Skill Development,2024-11-09,Completed,94.02,228,28200.0,22570.43,5,4.0,Yes,0.0,None,5
BEN-03752,31,Male,Uttar Pradesh,Noida,Education,2024-02-17,Completed,83.9,82,7500.0,6889.39,4,5.0,No,0.0,None,1
BEN-03753,40,Female,Uttar Pradesh,Lucknow,Skill Development,2021-02-22,Completed,68.09,180,28900.0,25797.65,2,3.0,No,28900.0,Government,2
BEN-03754,23,Female,Karnataka,Bangalore,Skill Development,2022-01-20,Completed,91.84,202,27600.0,22419.57,10,5.0,No,0.0,None,3
BEN-03755,21,Male,Maharashtra,Nagpur,Digital Literacy,2024-12-24,Completed,86.21,63,8300.0,7344.09,6,5.0,Yes,8300.0,Government,0
BEN-03756,15,Male,Uttar Pradesh,Lucknow,Women Empowerment,2021-08-31,Completed,74.42,128,13400.0,12203.79,3,4.0,No,0.0,None,0
BEN-03757,29,Female,Uttar Pradesh,Noida,Skill Development,2025-07-26,Completed,73.92,190,16600.0,17263.77,4,3.0,No,18200.0,CSR,3
BEN-03758,48,Male,Uttar Pradesh,Lucknow,Health Awareness,2023-04-21,Completed,79.9,12,1500.0,1485.71,1,3.0,No,1800.0,CSR,4
BEN-03759,30,Female,Uttar Pradesh,Kanpur,Skill Development,2021-11-17,Completed,81.9,181,17300.0,15862.7,8,5.0,Yes,17300.0,Government,1
BEN-03760,27,Female,Karnataka,Mysore,Education,2025-03-14,Dropped Out,97.21,71,7500.0,6223.77,7,2.0,No,0.0,None,4
BEN-03761,31,Male,West Bengal,Howrah,Women Empowerment,2024-04-18,Completed,71.42,106,22000.0,17320.14,7,4.0,Yes,0.0,None,0
BEN-03762,27,Female,Karnataka,Bangalore,Digital Literacy,2023-04-12,Completed,71.87,60,7400.0,6007.9,4,4.0,No,7400.0,Government,1
BEN-03763,19,Female,West Bengal,Howrah,Health Awareness,2023-10-09,Completed,75.37,10,2900.0,3161.98,5,3.0,No,0.0,None,2
BEN-03764,36,Male,West Bengal,Howrah,Women Empowerment,2021-04-01,Completed,86.03,114,16400.0,14833.33,7,4.0,No,0.0,None,4
BEN-03765,30,Male,Maharashtra,Nagpur,Skill Development,2024-11-04,Completed,75.94,218,29600.0,23025.4,9,4.0,No,0.0,None,2
BEN-03766,28,Male,Uttar Pradesh,Lucknow,Education,2023-07-31,Completed,80.41,71,8700.0,7173.66,7,5.0,No,0.0,None,4
BEN-03767,18,Male,Karnataka,Bangalore,Skill Development,2025-01-13,Dropped Out,54.2,189,21500.0,20253.4,8,1.0,No,21500.0,Government,3
BEN-03768,41,Male,Uttar Pradesh,Kanpur,Health Awareness,2024-09-17,Completed,85.98,12,2100.0,1485.37,7,4.0,No,0.0,None,2
BEN-03769,34,Female,Uttar Pradesh,Kanpur,Skill Development,2024-10-20,Completed,61.3,204,22300.0,17214.58,6,3.0,No,0.0,None,4
BEN-03770,22,Female,Uttar Pradesh,Lucknow,Education,2025-04-26,Completed,84.4,76,8800.0,6954.22,9,4.0,No,9100.0,CSR,1
BEN-03771,38,Male,Maharashtra,Pune,Digital Literacy,2024-09-21,Completed,97.91,64,7500.0,5797.24,1,5.0,Yes,0.0,None,5
BEN-03772,23,Female,Uttar Pradesh,Kanpur,Health Awareness,2023-10-31,Completed,89.97,12,1800.0,1636.11,3,4.0,No,1800.0,Government,4
BEN-03773,20,Male,Uttar Pradesh,Lucknow,Women Empowerment,2023-09-11,Completed,77.44,133,18600.0,17232.04,1,4.0,No,0.0,None,2
BEN-03774,20,Male,Maharashtra,Mumbai,Education,2022-02-13,Dropped Out,62.05,79,6200.0,5611.12,6,2.0,No,0.0,None,5
BEN-03775,15,Female,Karnataka,Mysore,Education,2025-04-08,Completed,74.32,75,8800.0,6941.58,9,,No,11200.0,CSR,1
BEN-03776,32,Male,Maharashtra,Nagpur,Education,2025-03-16,Completed,89.84,74,9300.0,8119.55,4,5.0,No,9300.0,Government,2
BEN-03777,15,Female,Karnataka,Mysore,Women Empowerment,2022-12-11,Completed,77.51,123,24900.0,21764.1,1,3.0,No,0.0,None,0
BEN-03778,15,Female,Uttar Pradesh,Lucknow,Education,2025-07-22,Completed,78.97,76,6200.0,5346.4,4,,No,1400.0,Individual,3
BEN-03779,15,Non-binary,Uttar Pradesh,Noida,Health Awareness,2024-07-23,Completed,66.86,11,3100.0,2586.57,5,3.0,No,3100.0,Government,5
BEN-03780,27,Female,Maharashtra,Nagpur,Digital Literacy,2024-02-06,Dropped Out,64.83,57,7200.0,7578.73,4,2.0,No,8800.0,CSR,2
BEN-03781,26,Female,Maharashtra,Pune,Skill Development,2021-03-17,Completed,66.14,186,25600.0,22023.51,8,3.0,No,1200.0,Individual,4
BEN-03782,24,Female,Delhi,New Delhi,Skill Development,2023-08-30,Completed,78.94,203,27100.0,20119.71,7,3.0,No,27100.0,Government,4
BEN-03783,17,Male,Karnataka,Mysore,Health Awareness,2024-10-05,Completed,65.24,10,2900.0,2574.61,9,3.0,No,2900.0,Government,4
BEN-03784,16,Male,Karnataka,Bangalore,Digital Literacy,2021-11-20,Completed,78.54,61,9000.0,7279.49,3,,No,0.0,None,4
BEN-03785,32,Male,West Bengal,Howrah,Digital Literacy,2024-01-06,Completed,88.66,64,7100.0,5718.94,10,4.0,No,0.0,None,4
BEN-03786,22,Male,Maharashtra,Pune,Education,2025-12-23,Ongoing,91.98,75,10000.0,9591.12,10,,No,9300.0,Corporate,4
BEN-03787,31,Female,Uttar Pradesh,Kanpur,Education,2025-01-16,Dropped Out,53.41,95,8000.0,7056.05,9,2.0,No,0.0,None,4
BEN-03788,19,Male,Maharashtra,Mumbai,Health Awareness,2024-05-22,Completed,85.93,12,2800.0,2870.15,6,5.0,No,3300.0,CSR,1
BEN-03789,29,Male,Uttar Pradesh,Lucknow,Women Empowerment,2024-05-01,Completed,68.18,101,15000.0,13588.06,10,3.0,No,0.0,None,4
BEN-03790,41,Female,Uttar Pradesh,Lucknow,Education,2021-06-24,Completed,68.72,77,5700.0,4915.16,7,3.0,No,0.0,None,5
BEN-03791,33,Female,Uttar Pradesh,Noida,Skill Development,2025-11-11,Ongoing,62.7,201,15600.0,14398.29,10,,No,1100.0,Individual,3
BEN-03792,23,Non-binary,Maharashtra,Nagpur,Health Awareness,2025-10-08,Completed,75.68,12,3500.0,3370.45,4,3.0,No,3200.0,CSR,1
BEN-03793,30,Male,Uttar Pradesh,Kanpur,Education,2024-12-01,Completed,91.11,77,9600.0,7774.44,9,5.0,No,12400.0,CSR,0
BEN-03794,25,Male,Uttar Pradesh,Kanpur,Digital Literacy,2021-12-17,Dropped Out,74.09,53,8600.0,7929.86,7,2.0,No,0.0,None,2
BEN-03795,28,Male,Delhi,New Delhi,Education,2022-09-19,Completed,98.07,71,8100.0,8149.72,6,5.0,No,0.0,None,2
BEN-03796,24,Male,Delhi,New Delhi,Health Awareness,2022-07-26,Dropped Out,58.38,11,1700.0,1415.12,10,3.0,No,0.0,None,3
BEN-03797,26,Male,Delhi,South Delhi,Women Empowerment,2024-04-10,Completed,81.73,113,12700.0,10504.87,8,5.0,No,0.0,None,0
BEN-03798,30,Male,Delhi,South Delhi,Skill Development,2022-09-19,Completed,64.45,177,21100.0,15851.3,2,4.0,No,0.0,None,3
BEN-03799,18,Female,Uttar Pradesh,Noida,Health Awareness,2024-12-20,Dropped Out,86.98,11,2100.0,1822.22,8,2.0,No,0.0,None,3
BEN-03800,17,Male,Uttar Pradesh,Varanasi,Health Awareness,2024-05-19,Completed,72.52,12,2800.0,2813.84,4,3.0,No,2400.0,Corporate,2
BEN-03801,15,Female,Uttar Pradesh,Varanasi,Digital Literacy,2021-03-17,Completed,71.13,69,7400.0,6049.19,2,3.0,No,0.0,None,1
BEN-03802,15,Male,Karnataka,Bangalore,Skill Development,2025-02-22,Completed,87.87,215,20000.0,18560.51,10,4.0,No,0.0,None,3
BEN-03803,15,Female,Delhi,New Delhi,Women Empowerment,2022-08-06,Completed,61.65,135,18200.0,17106.08,8,3.0,No,0.0,None,1
BEN-03804,29,Female,Uttar Pradesh,Kanpur,Women Empowerment,2025-06-05,Completed,72.74,131,18600.0,18587.02,9,3.0,Yes,0.0,None,4
BEN-03805,19,Female,Uttar Pradesh,Kanpur,Skill Development,2023-07-11,Completed,78.29,216,24700.0,22494.44,10,3.0,No,25200.0,Corporate,5
BEN-03806,33,Female,West Bengal,Kolkata,Digital Literacy,2023-06-11,Completed,77.29,57,7800.0,5375.66,8,3.0,No,2800.0,Individual,2
BEN-03807,28,Female,Maharashtra,Mumbai,Education,2021-02-21,Completed,90.68,81,6300.0,6243.7,7,4.0,No,0.0,None,2
BEN-03808,15,Female,Karnataka,Mysore,Skill Development,2025-12-16,Ongoing,64.6,191,19200.0,16513.86,4,,No,0.0,None,6
BEN-03809,34,Non-binary,Uttar Pradesh,Kanpur,Skill Development,2024-08-25,Completed,67.69,195,20300.0,18140.82,2,3.0,No,0.0,None,2
BEN-03810,36,Female,Uttar Pradesh,Kanpur,Education,2023-11-07,Completed,75.16,80,7100.0,5223.64,9,4.0,No,0.0,None,2
BEN-03811,18,Female,Karnataka,Bangalore,Digital Literacy,2021-12-10,Completed,66.35,64,7900.0,6396.02,10,4.0,No,0.0,None,4
BEN-03812,32,Male,Delhi,South Delhi,Women Empowerment,2024-12-24,Dropped Out,55.4,125,12600.0,10998.64,10,3.0,No,10700.0,Corporate,1
BEN-03813,19,Male,Delhi,South Delhi,Skill Development,2023-02-24,Completed,66.89,196,15600.0,12731.53,10,3.0,No,16200.0,CSR,2
BEN-03814,28,Female,Maharashtra,Pune,Health Awareness,2025-12-17,Ongoing,88.12,12,1600.0,1691.9,2,,No,0.0,None,3
BEN-03815,15,Male,Maharashtra,Mumbai,Skill Development,2025-11-03,Ongoing,71.42,208,26200.0,25536.62,6,,No,0.0,None,2
BEN-03816,15,Male,Delhi,South Delhi,Women Empowerment,2025-02-10,Completed,80.69,128,14800.0,11997.95,10,4.0,No,0.0,None,2
BEN-03817,24,Female,Uttar Pradesh,Lucknow,Education,2025-11-27,Ongoing,100.0,67,7400.0,6618.43,5,,No,7400.0,Government,4
BEN-03818,26,Female,Maharashtra,Mumbai,Skill Development,2022-01-05,Completed,67.91,178,28600.0,26479.27,10,4.0,No,1300.0,Individual,1
BEN-03819,24,Male,Karnataka,Mysore,Education,2023-02-18,Dropped Out,66.13,88,5500.0,4780.63,8,2.0,No,2300.0,Individual,1
